title,rank,total_ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5_star_ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid,US_Sales,EU_Sales,JP_Sales,Global_Sales
SuperStar YG,77,48198.0,500000.0,4,3.9,10.7,0.0,GAME_MUSIC,37036,5112.0,2158,1334,2556,False,325232,446172,965462,127774
Opsu!(Beatmap player for Android),78,48107.0,1000000.0,3,2.8,6.2,0.0,GAME_MUSIC,22453,6626.0,5140,2852,11033,False,118415,531250,260965,646554
Dynamix,79,47959.0,1000000.0,4,0.4,718.2,0.0,GAME_MUSIC,32842,6648.0,3169,1469,3829,False,684784,745574,46993,774062
アイドリッシュセブン,80,47171.0,500000.0,4,0.2,0.3,0.0,GAME_MUSIC,37830,5098.0,1941,836,1463,False,944277,231946,987076,810558
Beat Blade: Dash Dance,81,46210.0,10000000.0,4,0.1,0.2,0.0,GAME_MUSIC,30610,6215.0,3317,1743,4323,False,212331,613682,10439,930644
Color Hop 3D - Music Game,82,45842.0,10000000.0,4,4.6,11.5,0.0,GAME_MUSIC,30296,3539.0,2428,2101,7475,False,31127,55368,904473,137381
Au 2 - Chuẩn Audition Mobile,83,45178.0,1000000.0,4,1.2,5.4,0.0,GAME_MUSIC,34403,2928.0,1619,1109,5117,False,474497,655914,22319,649897
Mini Piano,84,45003.0,5000000.0,3,0.0,0.0,0.0,GAME_MUSIC,22326,4329.0,4399,2799,11148,False,621386,977251,703977,314160
YASUHATI / With your voice!,85,43497.0,5000000.0,4,0.2,0.4,0.0,GAME_MUSIC,29234,4587.0,3328,1549,4797,False,840294,700809,939851,216138
Beat Shooter,86,43124.0,5000000.0,4,1.2,3.2,0.0,GAME_MUSIC,32760,3038.0,1928,1089,4307,False,879349,709391,186532,975144
Anime Tiles: Piano Music,87,42881.0,1000000.0,3,4.3,4.7,0.0,GAME_MUSIC,23820,6247.0,3976,2538,6297,False,994752,694246,962044,362526
Happy Piano - Touch Music,88,42763.0,1000000.0,4,0.1,0.1,0.0,GAME_MUSIC,31694,3989.0,2779,1109,3189,False,289874,221984,229700,841363
Project: Muse,89,41521.0,1000000.0,4,1.7,3.0,0.0,GAME_MUSIC,26336,6930.0,3484,1871,2897,False,33683,977789,748776,580099
Beat Shooter - Gunshots Rhythm Game,90,40370.0,10000000.0,4,21.2,56.5,0.0,GAME_MUSIC,31297,3395.0,1483,1036,3157,False,972291,51569,843847,980970
Pink Piano,91,40192.0,10000000.0,4,1.5,3.6,0.0,GAME_MUSIC,27089,2471.0,2044,1677,6908,False,471349,42021,232023,871244
プロジェクトセカイ カラフルステージ！ feat. 初音ミク,92,38912.0,1000000.0,4,7.3,16.0,0.0,GAME_MUSIC,27999,5085.0,2443,1157,2226,False,959499,884245,211096,97465
Piano Music Tiles 2 - Free Music Games,93,37291.0,5000000.0,3,3.2,6.8,0.0,GAME_MUSIC,13975,3720.0,3521,3043,13030,False,852268,214544,792545,486267
Harmonium,94,36046.0,10000000.0,4,2.9,6.0,0.0,GAME_MUSIC,26252,3277.0,1873,886,3756,False,297552,107545,353767,363585
TAPSONIC TOP - Music Grand prix,95,35324.0,1000000.0,4,1.3,3.0,0.0,GAME_MUSIC,24495,5029.0,2569,869,2359,False,501690,802617,160985,962365
Magic Tiles Vocal & Piano Top Songs New Games,96,34781.0,5000000.0,4,2.4,5.7,0.0,GAME_MUSIC,24705,4583.0,1947,838,2706,False,475720,906469,197015,744132
Piano Detector,97,34434.0,1000000.0,4,0.4,1.0,0.0,GAME_MUSIC,23468,3894.0,2256,998,3814,False,371046,740800,104624,548020
Muse Dash,98,34140.0,100000.0,4,768.5,6.7,1.49,GAME_MUSIC,29210,2774.0,718,429,1007,True,910027,631693,258146,314075
Lanota - Dynamic & Challenging Music Game,99,33173.0,1000000.0,4,0.8,1.9,0.0,GAME_MUSIC,26494,3628.0,1405,528,1116,False,350059,421391,326395,159115
Berpacu Dalam Melody Indonesia,100,32993.0,1000000.0,4,0.0,0.0,0.0,GAME_MUSIC,19715,5998.0,4988,849,1439,False,13236,455962,437296,489774
Fishdom,1,4876844.0,100000000.0,4,1.0,2.9,0.0,GAME_PUZZLE,3641850,439299.0,231737,124487,439469,False,669023,490104,190495,173096
Brain Out – Can you pass it?,2,4467655.0,100000000.0,4,1.8,3.4,0.0,GAME_PUZZLE,3390163,421521.0,211538,99383,345048,False,442474,52539,342874,247680
Toon Blast,3,3222428.0,50000000.0,4,1.0,2.0,0.0,GAME_PUZZLE,2556112,384991.0,149188,39049,93086,False,473951,198860,217269,43260
Toy Blast,4,2941258.0,50000000.0,4,0.5,1.3,0.0,GAME_PUZZLE,2267242,373376.0,152797,45384,102457,False,234144,904546,425017,191400
Bubble Witch 3 Saga,5,2514879.0,50000000.0,4,0.4,0.8,0.0,GAME_PUZZLE,1916271,353214.0,112067,37981,95344,False,953274,123069,803527,822219
Cut the Rope 2,6,2301209.0,100000000.0,4,0.1,0.2,0.0,GAME_PUZZLE,1810251,255614.0,102894,33835,98612,False,325832,272554,790344,513842
Where's My Water? 2,7,2151126.0,100000000.0,4,0.2,0.5,0.0,GAME_PUZZLE,1461033,221781.0,145555,76086,246668,False,586171,195044,381832,584852
Empires & Puzzles: Epic Match 3,8,2107067.0,50000000.0,4,0.7,1.5,0.0,GAME_PUZZLE,1424833,234631.0,132332,75143,240126,False,424639,101104,359136,491798
Pixel Art: Color by Number,9,2065276.0,100000000.0,4,633.0,2.5,0.0,GAME_PUZZLE,1558040,233777.0,105530,45513,122413,False,576326,199767,20080,827082
Matchington Mansion,10,1951302.0,50000000.0,4,1.1,2.3,0.0,GAME_PUZZLE,1406839,263363.0,115542,47833,117722,False,137609,99902,580058,915053
Disney Frozen Free Fall - Play Frozen Puzzle Games,11,1713085.0,50000000.0,4,0.1,0.2,0.0,GAME_PUZZLE,1268094,258390.0,86945,28762,70892,False,230130,290139,804467,273802
Sudoku.com - Free Sudoku,12,1704670.0,50000000.0,4,1.1,2.3,0.0,GAME_PUZZLE,1254531,307541.0,79949,18011,44635,False,995629,649847,308078,953108
ضربة معلم - لعبة الغاز مسلية,13,1701889.0,10000000.0,4,1.3,2.8,0.0,GAME_PUZZLE,1416736,103007.0,67437,31868,82838,False,59330,222923,74258,582079
Candy Crush Jelly Saga,14,1652333.0,100000000.0,4,0.5,1.1,0.0,GAME_PUZZLE,1199685,241711.0,99714,31883,79338,False,204893,85645,227497,681497
Roll the Ball® - slide puzzle,15,1561049.0,100000000.0,4,0.1,0.2,0.0,GAME_PUZZLE,994338,242232.0,126119,51089,147270,False,524354,970286,837840,712964
Block Puzzle Jewel,16,1557099.0,100000000.0,4,1.0,2.4,0.0,GAME_PUZZLE,1068366,190532.0,105960,50031,142208,False,29172,481200,463372,799842
Flow Free,17,1455893.0,100000000.0,4,142.6,0.8,0.0,GAME_PUZZLE,1021457,195457.0,91530,41930,105517,False,268204,112898,184948,735760
2048 Number puzzle game,18,1361162.0,10000000.0,4,134.8,269.5,0.0,GAME_PUZZLE,873731,251904.0,104041,49104,82379,False,932179,828479,973322,702558
Escape Titanic,19,1265308.0,10000000.0,4,0.0,0.0,0.0,GAME_PUZZLE,980240,108412.0,62854,22734,91066,False,419790,227438,473024,912414
Bad Piggies,20,1232582.0,50000000.0,4,0.1,0.3,0.0,GAME_PUZZLE,905234,131252.0,71105,25952,99036,False,638847,921848,585572,375079
Manor Cafe,21,1210485.0,10000000.0,4,0.7,1.9,0.0,GAME_PUZZLE,902546,176537.0,68702,19301,43397,False,814611,825248,204295,759132
LINE：ディズニー ツムツム,22,1198499.0,10000000.0,3,0.1,0.2,0.0,GAME_PUZZLE,569538,254994.0,163385,62002,148577,False,570247,920689,98836,79066
Bubble Shooter: Panda Pop!,23,1160505.0,50000000.0,4,0.2,0.5,0.0,GAME_PUZZLE,875961,158170.0,55526,20293,50553,False,466785,68032,952140,645178
Merge Dragons!,24,1160229.0,10000000.0,4,1.0,2.1,0.0,GAME_PUZZLE,809178,210244.0,67354,21742,51708,False,225889,664368,459852,122482
Cut the Rope: Time Travel,25,1110248.0,50000000.0,4,0.1,0.1,0.0,GAME_PUZZLE,885876,116537.0,44258,14299,49275,False,140408,656420,25081,242125
Cookie Jam™ Match 3 Games | Connect 3 or More,26,1104361.0,50000000.0,4,0.5,0.9,0.0,GAME_PUZZLE,788438,195027.0,60848,20236,39809,False,36084,226593,673415,168541
Lily’s Garden,27,1065264.0,10000000.0,4,1.8,4.1,0.0,GAME_PUZZLE,832411,119697.0,50381,20597,42175,False,734715,66338,776157,135954
Jigsaw Puzzles - Puzzle Games,28,1039836.0,10000000.0,4,2.3,4.9,0.0,GAME_PUZZLE,736089,201323.0,65426,13651,23345,False,707497,908774,763977,323077
Indy Cat for VK,29,998983.0,5000000.0,4,0.0,0.0,0.0,GAME_PUZZLE,931620,35619.0,10710,5345,15686,False,909599,921008,348731,971515
애니팡2,30,997666.0,10000000.0,3,0.0,0.0,0.0,GAME_PUZZLE,515259,198338.0,117823,46204,120039,False,958317,835092,969969,174522
Can You Escape,31,975608.0,10000000.0,4,0.0,0.0,0.0,GAME_PUZZLE,611973,208216.0,82752,17876,54788,False,990350,107808,622076,420308
Happy Glass,32,968677.0,100000000.0,3,0.7,1.7,0.0,GAME_PUZZLE,586764,100779.0,77199,50085,153849,False,183001,114164,319281,236335
Two Dots,33,944709.0,10000000.0,4,1.3,2.7,0.0,GAME_PUZZLE,643024,163847.0,53900,21376,62560,False,628165,536784,217119,510396
Tower of Saviors,34,941228.0,10000000.0,4,0.1,0.4,0.0,GAME_PUZZLE,622828,101496.0,47377,20562,148963,False,61725,609704,870173,389615
Shoot Bubble Deluxe,35,924459.0,100000000.0,4,0.0,0.1,0.0,GAME_PUZZLE,691718,101102.0,57033,19277,55325,False,650285,239598,574697,350262
Pirate Treasures - Gems Puzzle,36,884220.0,50000000.0,4,0.2,0.5,0.0,GAME_PUZZLE,672791,95015.0,36419,18973,61021,False,854363,145824,940845,704189
Doodle Alchemy,37,819672.0,10000000.0,4,0.2,0.4,0.0,GAME_PUZZLE,633312,108225.0,42934,12432,22766,False,351233,64285,955249,235826
Escape game : 50 rooms 1,38,754345.0,10000000.0,4,1.3,2.7,0.0,GAME_PUZZLE,516134,122842.0,56446,18848,40072,False,183233,182367,247550,48013
Infinity Loop ®,39,735564.0,10000000.0,4,0.7,1.4,0.0,GAME_PUZZLE,586868,90997.0,26745,9261,21690,False,659735,210044,732078,269376
Jigty Jigsaw Puzzles,40,721199.0,10000000.0,4,0.0,0.0,0.0,GAME_PUZZLE,600677,52736.0,26857,8992,31933,False,940098,101975,3059,995730
Unblock Me FREE,41,701845.0,50000000.0,4,0.0,0.1,0.0,GAME_PUZZLE,539528,78197.0,35664,12690,35764,False,685144,860837,956873,695856
Sudoku - Free Classic Sudoku Puzzles,42,701221.0,10000000.0,4,6.8,13.1,0.0,GAME_PUZZLE,519848,129208.0,34746,5986,11431,False,112400,559200,205816,921058
Bubble Blast 2,43,699239.0,10000000.0,4,0.0,0.0,0.0,GAME_PUZZLE,458200,129823.0,50977,23198,37038,False,553668,442126,919481,171815
Unblock Ball - Block Puzzle,44,694965.0,100000000.0,4,0.8,1.9,0.0,GAME_PUZZLE,468482,86334.0,53179,23037,63930,False,227353,859546,613805,576853
Mouse,45,685364.0,10000000.0,4,169.9,0.0,0.0,GAME_PUZZLE,463196,120923.0,48379,19969,32895,False,616028,626843,556850,588902
Inside Out Thought Bubbles,46,673835.0,10000000.0,4,0.1,0.1,0.0,GAME_PUZZLE,500676,79495.0,36922,17243,39498,False,700397,376091,692886,469590
MonsterBusters: Match 3 Puzzle,47,669939.0,10000000.0,4,0.0,0.1,0.0,GAME_PUZZLE,535471,95701.0,22684,5194,10887,False,612155,113979,248484,579701
Love Balls,48,661430.0,100000000.0,4,0.2,0.5,0.0,GAME_PUZZLE,422723,76767.0,53669,30462,77806,False,24888,493369,450476,325996
Mr Bullet - Spy Puzzles,49,649024.0,100000000.0,4,1.0,2.2,0.0,GAME_PUZZLE,442810,71356.0,41422,23585,69849,False,598620,311864,946496,555534
LINE Bubble 2,50,643644.0,10000000.0,4,0.2,0.3,0.0,GAME_PUZZLE,389089,106228.0,67787,21747,58790,False,65835,408918,237777,548396
Mazes & More,51,608546.0,50000000.0,4,0.6,1.4,0.0,GAME_PUZZLE,404176,74546.0,44217,22786,62819,False,16047,536169,937139,432424
Matches Puzzle Game,52,596554.0,10000000.0,4,0.2,0.4,0.0,GAME_PUZZLE,411377,105903.0,41525,11585,26160,False,584564,390972,36428,696729
パズル＆ドラゴンズ(Puzzle & Dragons),53,594490.0,10000000.0,3,0.1,0.3,0.0,GAME_PUZZLE,332022,79166.0,56797,26915,99587,False,43812,232682,61267,902941
Sudoku,54,584124.0,10000000.0,4,0.1,0.2,0.0,GAME_PUZZLE,458061,106350.0,10329,2675,6707,False,7875,600163,344526,2
Marble Legend,55,571570.0,50000000.0,4,0.0,0.0,0.0,GAME_PUZZLE,383776,73557.0,55320,16169,42746,False,42074,165824,772039,317478
Hello Stars,56,570345.0,50000000.0,4,0.0,0.0,0.0,GAME_PUZZLE,420021,43026.0,30999,18902,57395,False,503596,448348,857137,744540
Wood Block Puzzle,57,565614.0,50000000.0,4,0.1,0.3,0.0,GAME_PUZZLE,429284,45646.0,29382,15814,45486,False,47802,903027,778501,431505
Harry Potter: Puzzles & Spells - Match-3 Magic,58,554434.0,10000000.0,4,6.3,13.3,0.0,GAME_PUZZLE,474823,41233.0,15227,7257,15890,False,860506,515757,220591,812502
LINE: Disney Tsum Tsum,59,550425.0,10000000.0,4,0.1,251.7,0.0,GAME_PUZZLE,357903,75666.0,39518,18329,59007,False,555740,476640,482220,433366
Easy Game - Brain Test and Tricky Mind Puzzles,60,547548.0,10000000.0,4,1.1,2.5,0.0,GAME_PUZZLE,389864,72820.0,30413,13849,40600,False,135262,325597,394666,513844
Block! Hexa Puzzle™,61,546820.0,50000000.0,3,0.0,0.1,0.0,GAME_PUZZLE,300160,90111.0,49226,29196,78124,False,419556,355812,300200,414550
Sweet Fruit Candy,62,541211.0,50000000.0,4,1.0,2.1,0.0,GAME_PUZZLE,380589,73442.0,37922,13378,35878,False,881535,801776,714444,112283
Cut the Rope: Experiments,63,540007.0,50000000.0,4,444.6,0.0,0.0,GAME_PUZZLE,387875,56186.0,34325,15360,46259,False,801266,821616,625647,737297
House Paint,64,530612.0,50000000.0,4,0.4,0.8,0.0,GAME_PUZZLE,342051,69406.0,45347,23688,50117,False,670238,993905,819201,783271
Escape the Mansion,65,528900.0,5000000.0,4,0.1,0.1,0.0,GAME_PUZZLE,374132,91668.0,41509,8309,13279,False,988084,442624,158308,530000
Block Puzzle - Free Classic Wood Block Puzzle Game,66,521894.0,10000000.0,4,5.8,13.3,0.0,GAME_PUZZLE,355232,108346.0,38485,6823,13005,False,198008,386319,220137,902335
Dig This!,67,520896.0,50000000.0,4,0.5,1.1,0.0,GAME_PUZZLE,367445,72031.0,23863,14116,43438,False,516601,402231,124863,268119
Brain Wars,68,518428.0,10000000.0,4,0.0,353.1,0.0,GAME_PUZZLE,358319,108094.0,26601,6815,18597,False,391383,19627,635933,119821
Nonogram.com - Picture cross number puzzle,69,512643.0,10000000.0,4,3.2,6.7,0.0,GAME_PUZZLE,357322,101120.0,28132,8286,17780,False,536081,22660,680501,896403
Gummy Drop! Match to restore and build cities,70,510656.0,10000000.0,4,0.1,0.2,0.0,GAME_PUZZLE,337321,78723.0,33993,15936,44680,False,64121,976619,191759,121092
Charm King,71,509754.0,10000000.0,4,0.1,0.2,0.0,GAME_PUZZLE,373628,59435.0,26925,12778,36986,False,703940,369135,321437,972792
Gemmy Lands: New Match 3 Games 2021 to Crush Gems,72,502640.0,10000000.0,4,0.3,0.5,0.0,GAME_PUZZLE,399600,55407.0,20951,6877,19802,False,590957,937017,656520,239218
Energy: Anti Stress Loops,73,499265.0,10000000.0,4,3.6,6.7,0.0,GAME_PUZZLE,408802,62489.0,14505,4285,9181,False,572596,35519,378892,823598
Brain It On! - Physics Puzzles,74,491439.0,50000000.0,4,0.1,0.2,0.0,GAME_PUZZLE,318746,82552.0,32565,17102,40471,False,765381,632933,945927,410756
Find The Differences - The Detective,75,490970.0,50000000.0,4,0.0,0.0,0.0,GAME_PUZZLE,324781,38060.0,31659,22752,73715,False,928529,612637,145242,953439
Disney Emoji Blitz,76,489067.0,10000000.0,4,0.6,1.3,0.0,GAME_PUZZLE,325679,78321.0,33920,15720,35425,False,368299,69296,16650,852018
Troll Face Quest: Video Memes - Brain Game,77,485621.0,10000000.0,4,0.1,0.3,0.0,GAME_PUZZLE,335295,44072.0,31284,17077,57890,False,775501,972939,731601,798350
Slugterra: Slug it Out 2,78,481615.0,10000000.0,4,6.2,12.0,0.0,GAME_PUZZLE,412995,32366.0,11448,5054,19749,False,244963,696646,978284,876339
Cut the Rope: Magic,79,470475.0,10000000.0,4,0.1,0.2,0.0,GAME_PUZZLE,346937,60356.0,26756,10175,26247,False,108031,297597,683348,726365
1010! Block Puzzle Game,80,466759.0,10000000.0,4,0.1,0.2,0.0,GAME_PUZZLE,332243,64131.0,29683,11306,29394,False,100043,67578,572497,332764
That Level Again,81,464014.0,10000000.0,4,0.5,1.0,0.0,GAME_PUZZLE,383178,42022.0,15107,6078,17626,False,645003,564176,86366,127082
Train Taxi,82,463260.0,50000000.0,4,752.0,0.9,0.0,GAME_PUZZLE,294864,57247.0,41036,22447,47663,False,691311,561809,315004,584241
Sudoku,83,462036.0,10000000.0,4,172.6,0.5,0.0,GAME_PUZZLE,375734,64079.0,10145,3534,8542,False,362626,12125,943238,129077
"ASolver - show me the puzzle, and I will solve it",84,460315.0,5000000.0,4,28.9,113.2,0.0,GAME_PUZZLE,361695,36463.0,18076,9353,34725,False,758631,912730,186823,222737
Crazy Kitchen: Match 3 Puzzles,85,459320.0,10000000.0,4,0.0,0.1,0.0,GAME_PUZZLE,398796,37824.0,12018,3187,7492,False,178334,522932,27223,357354
Tebak Gambar,86,453317.0,10000000.0,4,0.2,0.4,0.0,GAME_PUZZLE,311581,43790.0,31309,17438,49197,False,676582,240236,301804,849552
Build a Bridge!,87,451860.0,10000000.0,4,0.6,1.2,0.0,GAME_PUZZLE,286839,63628.0,36663,17826,46901,False,325679,680466,139977,345244
PixWords™,88,440665.0,10000000.0,4,0.0,0.1,0.0,GAME_PUZZLE,355004,53499.0,15716,4832,11612,False,686733,586138,348920,790281
Match 3D - Matching Puzzle Game,89,420325.0,10000000.0,4,4.6,11.2,0.0,GAME_PUZZLE,286657,61968.0,16908,13744,41045,False,803768,770612,65614,148345
How to Loot - Pin Pull & Hero Rescue,90,414811.0,50000000.0,4,3.2,8.3,0.0,GAME_PUZZLE,307162,34076.0,23013,12619,37938,False,83618,729760,154048,418160
LINE PokoPoko - Play with POKOTA! Free puzzler!,91,414626.0,10000000.0,3,0.7,1.3,0.0,GAME_PUZZLE,158839,88968.0,76250,27016,63551,False,316762,313083,720101,902319
Blockudoku® - Block Puzzle Game,92,414430.0,10000000.0,4,3.0,4.9,0.0,GAME_PUZZLE,272911,80283.0,31266,8726,21241,False,101618,346624,214825,37436
Rescue Cut - Rope Puzzle,93,407062.0,100000000.0,4,1862.1,4.5,0.0,GAME_PUZZLE,273664,36549.0,24461,17968,54418,False,326365,949924,771394,491932
DOP 2: Delete One Part,94,403195.0,50000000.0,4,10.1,26.0,0.0,GAME_PUZZLE,266695,39854.0,21493,15180,59970,False,979801,671653,872231,382104
Block Puzzle & Conquer,95,402599.0,10000000.0,4,0.0,0.0,0.0,GAME_PUZZLE,262234,91540.0,27186,6527,15110,False,181164,6858,332230,1393
Antistress - relaxation toys,96,398873.0,50000000.0,4,5.6,11.5,0.0,GAME_PUZZLE,296810,44152.0,20472,10052,27385,False,181870,872229,589036,656234
Cut the Rope FULL FREE,97,390519.0,100000000.0,4,0.0,0.1,0.0,GAME_PUZZLE,304567,48911.0,16267,5635,15137,False,873831,171249,609392,121750
Color Fill 3D,98,384115.0,100000000.0,4,4.8,11.5,0.0,GAME_PUZZLE,251975,39025.0,32327,17572,43213,False,571813,238774,697173,144212
디즈니 틀린그림찾기,99,383236.0,1000000.0,4,0.0,0.0,0.0,GAME_PUZZLE,232374,93919.0,40506,5918,10516,False,715573,989471,759292,774796
Who Is The Killer? Episode I,100,377015.0,5000000.0,4,0.2,0.4,0.0,GAME_PUZZLE,235595,67597.0,41877,12829,19115,False,833776,395893,122974,411489
Hill Climb Racing,1,10188038.0,500000000.0,4,0.4,0.8,0.0,GAME_RACING,7148370,982941.0,607603,338715,1110407,False,749892,424099,729439,809559
Traffic Rider,2,7580227.0,100000000.0,4,0.5,1.0,0.0,GAME_RACING,5426819,833452.0,446764,212143,661046,False,164248,459840,754287,383446
Traffic Racer,3,6062833.0,100000000.0,4,0.3,0.5,0.0,GAME_RACING,4580870,581388.0,308448,145729,446396,False,903910,385470,59742,497324
Dr. Driving,4,6062304.0,100000000.0,4,0.5,1.0,0.0,GAME_RACING,4307671,494396.0,337684,213487,709064,False,102943,897088,533136,743575
Need for Speed™ No Limits,5,4507290.0,100000000.0,4,0.6,1.2,0.0,GAME_RACING,2976966,514643.0,268717,148109,598854,False,100006,943421,190583,918901
CSR Racing 2 – Free Car Racing Game,6,4476329.0,10000000.0,4,0.5,0.9,0.0,GAME_RACING,3458236,578619.0,178927,70721,189823,False,437961,342357,719905,318299
Angry Birds Go!,7,3870456.0,100000000.0,4,476.9,0.0,0.0,GAME_RACING,2753918,362720.0,224963,101659,427194,False,701487,611375,946335,469604
Extreme Car Driving Simulator,8,3612756.0,100000000.0,4,1.7,3.7,0.0,GAME_RACING,2691153,285485.0,166427,102619,367068,False,827649,868303,469323,823715
Bike Race Free - Top Motorcycle Racing Games,9,2962468.0,100000000.0,4,0.3,0.6,0.0,GAME_RACING,2026065,303481.0,185693,93766,353461,False,30486,233111,524916,192850
CSR Racing,10,2490517.0,50000000.0,4,0.0,0.0,0.0,GAME_RACING,1948115,240253.0,105455,35448,161244,False,70053,768000,361300,513750
Fun Race 3D,11,2221285.0,100000000.0,4,2.1,5.2,0.0,GAME_RACING,1465135,236017.0,175065,95923,249142,False,851065,619816,65317,447460
Beach Buggy Racing,12,2178512.0,100000000.0,4,1.1,2.2,0.0,GAME_RACING,1657717,195050.0,96043,49967,179732,False,961152,537370,982735,509565
Asphalt 9: Legends,13,2098500.0,50000000.0,4,1.6,3.9,0.0,GAME_RACING,1605688,206562.0,85294,41374,159579,False,362079,108056,587185,141972
Fast Racing 3D,14,1848375.0,100000000.0,4,0.0,0.1,0.0,GAME_RACING,1329863,205301.0,132256,43679,137274,False,857349,132283,342899,626502
Earn to Die 2,15,1781295.0,100000000.0,4,0.4,0.8,0.0,GAME_RACING,1265382,217366.0,109868,48019,140658,False,602763,442872,467820,536228
Asphalt Nitro,16,1618815.0,50000000.0,4,0.6,1.3,0.0,GAME_RACING,1155090,182406.0,92136,41613,147567,False,228226,711330,853140,209175
City Racing 3D,17,1555939.0,50000000.0,4,0.1,0.1,0.0,GAME_RACING,1139740,156099.0,102803,35354,121941,False,284102,899901,106804,261235
Nitro Nation Drag & Drift Car Racing,18,1516846.0,10000000.0,4,0.4,1.0,0.0,GAME_RACING,1152122,186491.0,65330,26060,86840,False,478917,148542,84273,324892
Racing Fever,19,1471540.0,50000000.0,4,0.0,0.1,0.0,GAME_RACING,1103560,147780.0,89499,34002,96697,False,144048,900703,930035,952873
Drive Ahead!,20,1463492.0,50000000.0,4,0.9,1.8,0.0,GAME_RACING,1021504,128346.0,80074,47703,185862,False,991179,352727,270581,236294
Street Racing 3D,21,1446238.0,100000000.0,4,1.7,3.4,0.0,GAME_RACING,1019029,156704.0,82624,42277,145602,False,734995,334992,396957,713337
Drift Max Pro - Car Drifting Game with Racing Cars,22,1415418.0,50000000.0,4,1.7,3.9,0.0,GAME_RACING,1121337,131782.0,63322,26528,72448,False,670731,783431,924969,60345
Driving School 2016,23,1364891.0,50000000.0,4,0.3,0.6,0.0,GAME_RACING,987702,138417.0,74068,34247,130454,False,183699,996391,37283,252986
Racing in Car,24,1297337.0,50000000.0,4,0.1,0.1,0.0,GAME_RACING,882650,139848.0,108195,37861,128780,False,180885,338277,675448,704739
Drift هجولة,25,1219865.0,10000000.0,4,0.9,2.0,0.0,GAME_RACING,977765,57490.0,37557,29620,117431,False,663028,882625,422745,25496
Trials Frontier,26,1119800.0,10000000.0,4,0.1,0.1,0.0,GAME_RACING,766370,143156.0,72043,32718,105511,False,199329,989834,337237,703966
Bike Racing 3D,27,1109569.0,100000000.0,4,0.3,0.6,0.0,GAME_RACING,742944,103484.0,76033,43585,143520,False,213702,302533,918221,374385
CarX Drift Racing,28,1100694.0,10000000.0,4,0.2,0.5,0.0,GAME_RACING,852081,98112.0,45985,22363,82151,False,239912,912599,477701,226941
"Asphalt 8 Racing Game - Drive, Drift at Real Speed",29,924106.0,100000000.0,4,0.0,0.1,0.0,GAME_RACING,730045,75692.0,31616,15958,70792,False,416448,125596,445375,149317
CSR Classics,30,899964.0,10000000.0,4,0.0,0.1,0.0,GAME_RACING,697561,102310.0,38678,12966,48447,False,942116,774903,912340,558893
BMX Boy,31,895239.0,100000000.0,4,0.2,0.3,0.0,GAME_RACING,654777,72957.0,50728,25429,91346,False,70545,695232,812344,634541
Racing Moto,32,883713.0,100000000.0,4,0.4,0.7,0.0,GAME_RACING,608166,77193.0,53756,31658,112937,False,373425,364564,258643,211730
Real Bike Racing,33,851386.0,100000000.0,4,2.8,6.1,0.0,GAME_RACING,571641,72556.0,52594,32840,121752,False,342904,572756,668176,122648
Turbo Stars - Rival Racing,34,849317.0,50000000.0,4,2.0,4.4,0.0,GAME_RACING,648879,74627.0,40777,19697,65335,False,45496,694719,397872,42448
Top Speed: Drag & Fast Racing,35,847739.0,10000000.0,4,0.4,0.8,0.0,GAME_RACING,679415,70848.0,31619,14431,51423,False,756743,942784,981219,387118
CarX Highway Racing,36,780720.0,10000000.0,4,3.5,7.1,0.0,GAME_RACING,606816,109933.0,25613,9960,28395,False,398552,458708,754664,659010
Trial Xtreme 4: Extreme Bike Racing Champions,37,735549.0,50000000.0,4,0.1,0.3,0.0,GAME_RACING,460052,86095.0,52656,28914,107829,False,100028,979479,658020,467228
Dr. Parking 4,38,725551.0,100000000.0,4,0.7,1.4,0.0,GAME_RACING,496433,68326.0,45697,27638,87455,False,821854,581080,603486,125213
Racing in Car 2,39,724219.0,100000000.0,4,2.6,5.4,0.0,GAME_RACING,475029,61493.0,45462,32518,109714,False,785722,74300,473152,636896
Drag Racing,40,713034.0,100000000.0,4,0.0,0.0,0.0,GAME_RACING,522787,91183.0,38976,16107,43979,False,150706,922148,764894,334139
Moto Rider GO: Highway Traffic,41,707004.0,100000000.0,4,1.1,1.8,0.0,GAME_RACING,482641,95941.0,40848,21087,66484,False,675866,596360,902306,834652
Uphill Rush Water Park Racing,42,699303.0,100000000.0,4,0.5,1.1,0.0,GAME_RACING,489279,54309.0,38758,26555,90399,False,962180,110505,615152,138648
Asphalt Xtreme: Rally Racing,43,682124.0,10000000.0,4,0.3,0.6,0.0,GAME_RACING,453061,80544.0,39897,20677,87942,False,211445,230075,443125,92773
Turbo Driving Racing 3D,44,654903.0,50000000.0,4,0.8,1.6,0.0,GAME_RACING,461668,51409.0,36192,23100,82532,False,888055,288272,889797,963854
Driving School 2017,45,635669.0,10000000.0,4,0.4,0.9,0.0,GAME_RACING,460158,67101.0,32671,16480,59256,False,185747,65764,151840,777540
City Racing Lite,46,630972.0,10000000.0,4,2577.7,0.1,0.0,GAME_RACING,481202,56421.0,42201,12617,38529,False,950127,882531,381112,686840
